ID32,uTuID,strID,strName,lDPUID,iNoInDPU,fVal,iUnit,tSnapTime,iQuality,iIndex,FormulaID32,iZfID,iType,iDataType,fRaw,fCoeff,fOffset,lFlag,fLowL,fHighL,fLowL2,fHighL2,fDeadSec,fValidLL,fValidHL,fDayMaxV,fDayMinV,fDayAveV,tDayMaxTime,tDayMinTime,iAlmClass,iAlmClass2,dvtype,dvno,lDynaFlag,iSavePeriod
11,1,AGC数据定义,储能放电低限%,1,0,30,0,2015-7-18 15:16:0,0,10,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
12,1,AGC数据定义,储能最大充电功率(kW),1,0,74,1,2015-7-18 15:16:0,0,11,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
13,1,AGC数据定义,储能最大放电功率(kW),1,0,100,1,2015-7-18 15:16:0,0,12,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
14,1,null,有功对电压系数(kW),1,0,1.000000,0,2015-7-18 15:16:0,0,13,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
15,1,null,备用,1,0,1.000000,1,2015-7-18 15:16:0,0,14,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
16,1,null,备用,1,0,1.000000,4,2015-7-18 15:16:0,0,15,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
17,1,null,备用,1,0,1.000000,4,2015-7-18 15:16:0,0,16,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
18,1,null,备用,1,0,1.000000,6,2015-7-18 15:16:0,0,17,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
19,1,null,逆变器1有功分配,1,0,39.000000,6,2015-7-18 15:16:0,0,18,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
20,1,null,逆变器2有功分配,1,0,32.000000,6,2015-7-18 15:16:0,0,19,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
21,1,null,逆变器3有功分配,1,0,1.000000,6,2015-7-18 15:16:0,0,20,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
22,1,null,逆变器4有功分配,1,0,1.000000,6,2015-7-18 15:16:0,0,21,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
23,1,null,电压正常运行上限,1,0,1.000000,3,2015-7-18 15:16:0,0,22,0,0,2,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,994.994934,-999.206543,-297.763763,2015-7-16 17:51:0,2015-7-16 18:30:0,7,6,0,0,256,1
24,1,null,电压正常运行下限,1,0,5000.000000,3,2015-7-18 15:16:0,0,23,0,0,2,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,-994.262512,-20.723387,2015-7-16 18:29:0,2015-7-16 18:30:0,7,6,0,0,256,1
25,1,储能,储能调节目标值,1,0,1.000000,1,2015-7-18 15:16:0,0,24,0,0,0,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,999.755859,-999.816895,180.334290,2015-7-16 18:28:0,2015-7-16 18:19:0,7,6,0,0,256,1
26,1,null,备用,1,0,1.000000,3,2015-7-18 15:16:0,0,25,0,0,4,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1218175.375000,-1218394.750000,6007.022461,2015-7-15 21:38:0,2015-7-15 21:40:0,7,6,0,0,256,1
27,1,null,备用,1,0,1.000000,1,2015-7-18 15:16:0,0,26,0,0,0,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1218394.750000,-1218394.750000,-28608.857422,2015-7-15 19:25:0,2015-7-15 19:37:0,7,6,0,0,256,1
28,1,null,备用,1,0,1.000000,1,2015-7-18 15:16:0,0,27,0,0,0,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,997.558533,-995.971558,154.223618,2015-7-16 18:23:0,2015-7-16 18:21:0,7,6,0,0,256,1
29,1,null,备用,1,0,1.000000,1,2015-7-18 15:16:0,0,28,0,0,2,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,998.901306,-999.145508,-55.327763,2015-7-16 18:21:0,2015-7-16 18:4:0,7,6,0,0,0,1
30,1,null,备用,1,0,1.000000,1,2015-7-18 15:16:0,0,29,6,0,2,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,996.276733,-998.474060,209.403214,2015-7-16 18:19:0,2015-7-16 18:31:0,7,6,0,0,0,1
31,1,null,备用,1,0,39.5,6,2015-7-18 15:16:0,0,30,6,0,2,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,995.483276,-996.948120,-63.452015,2015-7-16 18:31:0,2015-7-16 18:29:0,7,6,0,0,0,1
32,1,null,备用,1,0,32,6,2015-7-18 15:16:0,0,31,0,0,2,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,-999.023438,-228.893768,2015-7-16 18:21:0,2015-7-16 18:29:0,7,6,0,0,0,1
33,1,null,备用,1,0,39.000000,6,2015-7-18 15:16:0,0,32,0,0,2,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,999.450684,-998.596130,-15.351660,2015-7-16 18:28:0,2015-7-16 17:50:0,7,6,0,0,0,1
34,1,null,备用,1,0,32.000000,6,2015-7-18 15:16:0,0,33,0,0,2,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,998.229919,-997.009216,-177.805069,2015-7-16 17:23:0,2015-7-16 18:30:0,7,6,0,0,0,1
35,1,null,备用,1,0,8000,6,2015-7-18 15:16:0,0,34,0,0,2,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,999.938965,-997.070251,-43.033295,2015-7-16 18:31:0,2015-7-16 18:30:0,7,6,0,0,0,1
36,1,null,备用,1,0,100,6,2015-7-18 15:16:0,0,35,0,0,0,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,995.971558,-998.046814,204.404221,2015-7-16 18:4:0,2015-7-16 18:31:0,7,6,0,0,0,1
37,1,null,备用,1,0,3000.000000,3,2015-7-18 15:16:0,0,36,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,15408.794922,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
38,1,null,备用,1,0,300.000000,3,2015-7-18 15:16:0,0,37,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-49388.105469,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
39,1,null,备用,1,0,9000.000000,3,2015-7-18 15:16:0,0,38,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-28177.740234,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
40,1,null,备用,1,0,-9000.000000,3,2015-7-18 15:16:0,0,39,7,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-68865.015625,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
41,1,null,备用,1,0,1.000000,0,2015-7-18 15:16:0,0,40,7,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-25894.955078,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
42,1,null,备用,1,0,20.000000,3,2015-7-18 15:16:0,0,41,3,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,13241.981445,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
43,1,null,备用,1,0,0.000000,0,2015-7-18 15:16:0,0,42,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,99414.046875,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
44,1,null,备用,1,0,20.000000,3,2015-7-18 15:16:0,0,43,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,7016.205566,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
45,1,null,备用,1,0,4000.000000,3,2015-7-18 15:16:0,0,44,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-44706.562500,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
46,1,null,备用,1,0,-4000.000000,3,2015-7-18 15:16:0,0,45,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,88897.359375,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
47,1,null,备用,1,0,4000.000000,3,2015-7-18 15:16:0,0,46,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,77684.859375,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
48,1,null,备用,1,0,4000.000000,3,2015-7-18 15:16:0,0,47,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,67839.593750,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
49,1,null,备用,1,0,5000.000000,3,2015-7-18 15:16:0,0,48,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-48075.808594,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
50,1,null,备用,1,0,4468.000000,3,2015-7-18 15:16:0,0,49,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,63658.558594,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
51,2,光伏公用变量,徐官屯光伏轮询标志位,1,12289,0,3,2015-7-18 15:16:0,0,50,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-46446.117188,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
52,2,通讯状态,徐官屯光伏通讯故障,1,12290,0,3,2015-7-18 15:16:0,0,51,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-42667.929688,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
53,2,光伏公用变量,徐官屯光伏直流母线电压,1,12291,0,3,2015-7-18 15:16:0,0,52,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-20615.251953,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
54,2,光伏公用变量,徐官屯光伏直流电流,1,12293,0,3,2015-7-18 15:16:0,0,53,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-48368.785156,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
55,2,光伏公用变量,徐官屯光伏线电压ab,1,12295,0,3,2015-7-18 15:16:0,0,54,0,0,1,0,0.000000,0.57737,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,3946.043457,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
56,2,光伏公用变量,徐官屯光伏线电压bc,1,12297,0,6,2015-7-18 15:16:0,0,55,0,0,1,0,0.000000,0.57737,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-12985.625977,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
57,2,光伏公用变量,徐官屯光伏线电压ca,1,12299,0,6,2015-7-18 15:16:0,0,56,0,0,1,0,0.000000,0.57737,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-23709.830078,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
58,2,光伏公用变量,徐官屯光伏a相电流,1,12301,0,0,2015-7-18 15:16:0,0,57,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,17526.781250,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
59,2,光伏公用变量,徐官屯光伏b相电流,1,12303,0,3,2015-7-18 15:16:0,0,58,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,93053.984375,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
60,2,光伏公用变量,徐官屯光伏c相电流,1,12305,0,6,2015-7-18 15:16:0,0,59,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,89403.976563,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
61,2,光伏公用变量,徐官屯光伏电压频率,1,12307,0,6,2015-7-18 15:16:0,0,60,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,69768.367188,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
62,2,光伏公用变量,徐官屯光伏功率因数,1,12309,0,6,2015-7-18 15:16:0,0,61,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,5868.708984,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
63,2,光伏公用变量,徐官屯光伏无功功率,1,12311,0,3,2015-7-18 15:16:0,0,62,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-90356.156250,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
64,2,逆变器,徐官屯光伏1开关机,1,12314,0,3,2015-7-18 15:16:0,0,63,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-68926.054688,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
65,2,逆变器,徐官屯光伏1有功给定按钮,1,12315,0,1,2015-7-18 15:16:0,0,64,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-38621.171875,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
66,2,逆变器,徐官屯光伏1有功给定,1,12316,0,6,2015-7-18 15:16:0,0,65,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,8120.975586,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
67,2,逆变器,徐官屯光伏1故障类型,1,12320,0,3,2015-7-18 15:16:0,0,66,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,90777.304688,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
68,2,逆变器,徐官屯光伏1有功功率,1,12321,0,0,2015-7-18 15:16:0,0,67,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-33353.679688,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
69,2,逆变器,徐官屯光伏1运行状态,1,12323,0,6,2015-7-18 15:16:0,0,68,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,90081.484375,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
70,2,逆变器,徐官屯光伏1日发电量,1,12325,0,3,2015-7-18 15:16:0,0,69,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
71,2,逆变器,徐官屯光伏1总发电量,1,12327,0,1,2015-7-18 15:16:0,0,70,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
72,2,逆变器,徐官屯光伏2开关机,1,12334,0,0,2015-7-18 15:16:0,0,71,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
73,2,逆变器,徐官屯光伏2有功给定按钮,1,12335,0,3,2015-7-18 15:16:0,0,72,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
74,2,逆变器,徐官屯光伏2有功给定,1,12336,0,5,2015-7-18 15:16:0,0,73,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
75,2,逆变器,徐官屯光伏2故障类型,1,12340,0,0,2015-7-18 15:16:0,0,74,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
76,2,逆变器,徐官屯光伏2有功功率,1,12341,0,0,2015-7-18 15:16:0,0,75,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
77,2,逆变器,徐官屯光伏2运行状态,1,12343,0,0,2015-7-18 15:16:0,0,76,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
78,2,逆变器,徐官屯光伏2日发电量,1,12345,0,5,2015-7-18 15:16:0,0,77,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
79,2,逆变器,徐官屯光伏2总发电量,1,12347,0,5,2015-7-18 15:16:0,0,78,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
80,2,逆变器,徐官屯光伏3开关机,1,12354,0,7,2015-7-18 15:16:0,0,79,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
81,2,逆变器,徐官屯光伏3有功给定按钮,1,12355,0,1,2015-7-18 15:16:0,0,80,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
82,2,逆变器,徐官屯光伏3有功给定,1,12356,0,3,2015-7-18 15:16:0,0,81,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
83,2,逆变器,徐官屯光伏3故障类型,1,12360,0,0,2015-7-18 15:16:0,0,82,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
84,2,逆变器,徐官屯光伏3有功功率,1,12361,0,0,2015-7-18 15:16:0,0,83,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
85,2,逆变器,徐官屯光伏3运行状态,1,12363,0,0,2015-7-18 15:16:0,0,84,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
