ID32,uTuID,strID,strName,lDPUID,iNoInDPU,fVal,iUnit,tSnapTime,iQuality,iIndex,FormulaID32,iZfID,iType,iDataType,fRaw,fCoeff,fOffset,lFlag,fLowL,fHighL,fLowL2,fHighL2,fDeadSec,fValidLL,fValidHL,fDayMaxV,fDayMinV,fDayAveV,tDayMaxTime,tDayMinTime,iAlmClass,iAlmClass2,dvtype,dvno,lDynaFlag,iSavePeriod
11,1,AliasNameMax32,AGC遥测定义-AGC远方计划值,0,0,56,2,2015-7-18 15:16:0,0,11,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
12,1,AliasNameMax32,AGC遥测定义-AGC本地计划值,0,0,21.299999,2,2015-7-18 15:16:0,0,12,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
13,1,AliasNameMax32,AGC遥测定义-AGC实时目标值,0,0,48.000000,2,2015-7-18 15:16:0,0,13,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
14,1,AliasNameMax32,AGC遥测定义-调节死区,0,0,2000.000000,1,2015-7-18 15:16:0,0,14,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
15,1,AliasNameMax32,AGC遥测定义-站内损耗,0,0,0.000000,1,2015-7-18 15:16:0,0,15,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
16,1,AliasNameMax32,AGC遥测定义-AGC有功上限值(最大限值),0,0,94.5,2,2015-7-18 15:16:0,0,16,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
17,1,AliasNameMax32,AGC遥测定义-AGC有功下限值(最小限值),0,0,0.45,2,2015-7-18 15:16:0,0,17,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
18,1,AliasNameMax32,AGC遥测定义-有功调节指令上限(指令校验使用),0,0,95000.000000,2,2015-7-18 15:16:0,0,18,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
19,1,AliasNameMax32,AGC遥测定义-有功调节指令下限(指令校验使用),0,0,2000,2,2015-7-18 15:16:0,0,19,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
20,1,AliasNameMax32,AGC遥测定义-1分钟调变化率限值,0,0,15000,1,2015-7-18 15:16:0,0,20,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
21,1,AliasNameMax32,AGC遥测定义-10分钟调变化率限值,0,0,45000,1,2015-7-18 15:16:0,0,21,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
22,1,AliasNameMax32,AGC遥测定义-远程转本地误差最大值,0,0,2000.000000,2,2015-7-18 15:16:0,0,22,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
23,1,AliasNameMax32,与主站通道断开后多久报警(单位秒),0,0,900,0,2015-7-18 15:16:0,0,23,0,0,2,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,994.994934,-999.206543,-297.763763,2015-7-16 17:51:0,2015-7-16 18:30:0,7,6,0,0,256,1
24,1,AliasNameMax32,总装机容量(MW),0,0,150,2,2015-7-18 15:16:0,0,24,0,0,2,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,-994.262512,-20.723387,2015-7-16 18:29:0,2015-7-16 18:30:0,7,6,0,0,256,1
25,1,AliasNameMax32,AGC一期样板风机,0,0,4.55,2,2015-7-18 15:16:0,0,25,0,0,0,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,999.755859,-999.816895,180.334290,2015-7-16 18:28:0,2015-7-16 18:19:0,7,6,0,0,256,1
26,1,AliasNameMax32,AGC总有功出力,0,0,56.77,2,2015-7-18 15:16:0,0,26,0,0,4,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1218175.375000,-1218394.750000,6007.022461,2015-7-15 21:38:0,2015-7-15 21:40:0,7,6,0,0,256,1
27,1,AliasNameMax32,AGC可增有功,0,0,0.000000,2,2015-7-18 15:16:0,0,27,0,0,0,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1218394.750000,-1218394.750000,-28608.857422,2015-7-15 19:25:0,2015-7-15 19:37:0,7,6,0,0,256,1
28,1,AliasNameMax32,AGC可减有功,0,0,0.000000,1,2015-7-18 15:16:0,0,28,0,0,0,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,997.558533,-995.971558,154.223618,2015-7-16 18:23:0,2015-7-16 18:21:0,7,6,0,0,256,1
29,1,AliasNameMax32,备用7,0,0,0.000000,0,2015-7-18 15:16:0,0,29,0,0,2,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,998.901306,-999.145508,-55.327763,2015-7-16 18:21:0,2015-7-16 18:4:0,7,6,0,0,0,1
30,1,AliasNameMax32,备用8,0,0,0.000000,0,2015-7-18 15:16:0,0,30,6,0,2,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,996.276733,-998.474060,209.403214,2015-7-16 18:19:0,2015-7-16 18:31:0,7,6,0,0,0,1
31,1,AliasNameMax32,AVC无功补偿装置1-工程实验默认容性最大值(kVar),0,0,8000.000000,4,2015-7-18 15:16:0,0,31,6,0,2,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,995.483276,-996.948120,-63.452015,2015-7-16 18:31:0,2015-7-16 18:29:0,7,6,0,0,0,1
32,1,AliasNameMax32,AVC无功补偿装置1-工程实验默认感性最大值(kVar),0,0,-8000.000000,4,2015-7-18 15:16:0,0,32,0,0,2,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,-999.023438,-228.893768,2015-7-16 18:21:0,2015-7-16 18:29:0,7,6,0,0,0,1
33,1,AliasNameMax32,AVC无功补偿装置1-无功遥测点号ID,0,1,0.000000,4,2015-7-18 15:16:0,0,33,0,0,2,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,999.450684,-998.596130,-15.351660,2015-7-16 18:28:0,2015-7-16 17:50:0,7,6,0,0,0,1
34,1,AliasNameMax32,AVC无功补偿装置1-无功目标遥测ID,0,2,-7500.000000,4,2015-7-18 15:16:0,0,34,0,0,2,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,998.229919,-997.009216,-177.805069,2015-7-16 17:23:0,2015-7-16 18:30:0,7,6,0,0,0,1
35,1,AliasNameMax32,AVC无功补偿装置1-目标指令上送索引,0,3,0.000000,4,2015-7-18 15:16:0,0,35,0,0,2,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,999.938965,-997.070251,-43.033295,2015-7-16 18:31:0,2015-7-16 18:30:0,7,6,0,0,0,1
36,1,AliasNameMax32,AVC无功补偿装置1-可增无功遥测ID,0,4,7979.000000,4,2015-7-18 15:16:0,0,36,0,0,0,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,995.971558,-998.046814,204.404221,2015-7-16 18:4:0,2015-7-16 18:31:0,7,6,0,0,0,1
37,1,AliasNameMax32,AVC无功补偿装置1-可减无功遥测ID,0,5,8021.000000,4,2015-7-18 15:16:0,0,37,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,15408.794922,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
38,1,AliasNameMax32,AVC无功补偿装置1-无功置换阀值上限(容性的),0,6,0.000000,4,2015-7-18 15:16:0,0,38,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-49388.105469,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
39,1,AliasNameMax32,AVC无功补偿装置1-无功置换阀值下限(感性的),0,7,0.000000,4,2015-7-18 15:16:0,0,39,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-28177.740234,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
40,1,AliasNameMax32,AVC无功补偿装置1-电容器投切次数遥测,0,8,0.000000,4,2015-7-18 15:16:0,0,40,7,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-68865.015625,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
41,1,AliasNameMax32,AVC风机系统1-工程实验默认容性最大值(kVar),0,34,8000.000000,3,2015-7-18 15:16:0,0,41,7,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-25894.955078,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
42,1,AliasNameMax32,AVC风机系统1-工程实验默认感性最大值(kVar),0,35,-8000.000000,3,2015-7-18 15:16:0,0,42,3,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,13241.981445,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
43,1,AliasNameMax32,AVC风机系统1-开机容量ID,0,36,0.000000,4,2015-7-18 15:16:0,0,43,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,99414.046875,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
44,1,AliasNameMax32,AVC风机系统1-无功出力遥测ID,0,37,0.000000,4,2015-7-18 15:16:0,0,44,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,7016.205566,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
45,1,AliasNameMax32,AVC风机系统1-无功目标值遥测ID,0,38,0.000000,4,2015-7-18 15:16:0,0,45,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-44706.562500,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
46,1,AliasNameMax32,AVC风机系统1-可调容量上限遥测ID,0,34,0.000000,4,2015-7-18 15:16:0,0,46,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,88897.359375,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
47,1,AliasNameMax32,AVC风机系统1-可调容量下限遥测ID,0,0,0.000000,4,2015-7-18 15:16:0,0,47,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,77684.859375,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
48,1,AliasNameMax32,AVC风机系统1-无功目标指令上送遥测遥测ID,0,0,0.000000,4,2015-7-18 15:16:0,0,48,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,67839.593750,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
49,1,AliasNameMax32,AVC风机系统1-可增无功遥测ID,0,42,8000.000000,4,2015-7-18 15:16:0,0,49,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-48075.808594,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
50,1,AliasNameMax32,AVC风机系统1-可减无功遥测ID,0,43,8000.000000,4,2015-7-18 15:16:0,0,50,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,63658.558594,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
51,1,AliasNameMax32,AVC并网参数-电压调节范围低限(校验目标指令用),0,44,107.000000,6,2015-7-18 15:16:0,0,51,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-46446.117188,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
52,1,AliasNameMax32,AVC并网参数-电压调节范围高限(校验目标指令用),0,45,116.000000,6,2015-7-18 15:16:0,0,52,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-42667.929688,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
53,1,AliasNameMax32,AVC并网参数-电压高限,0,16385,120.000000,6,2015-7-18 15:16:0,0,53,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-20615.251953,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
54,1,AliasNameMax32,AVC并网参数-电压低限,0,16386,107.000000,6,2015-7-18 15:16:0,0,54,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-48368.785156,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
55,1,AliasNameMax32,AVC并网参数-电压控制步长,0,16387,2.000000,6,2015-7-18 15:16:0,0,55,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,3946.043457,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
56,1,AliasNameMax32,AVC并网参数-电压控制死区,0,16388,0.200000,6,2015-7-18 15:16:0,0,56,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-12985.625977,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
57,1,AliasNameMax32,AVC并网参数-无功控制步长,0,16389,5000.000000,4,2015-7-18 15:16:0,0,57,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-23709.830078,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
58,1,AliasNameMax32,AVC并网参数-无功控制死区,0,0,500.000000,4,2015-7-18 15:16:0,0,58,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,17526.781250,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
59,1,AliasNameMax32,AVC并网参数-无功高限,0,0,16000.000000,3,2015-7-18 15:16:0,0,59,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,93053.984375,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
60,1,AliasNameMax32,AVC并网参数-无功低限,0,0,-16000.000000,3,2015-7-18 15:16:0,0,60,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,89403.976563,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
61,1,AliasNameMax32,AVC并网参数-备用1,0,0,0.000000,4,2015-7-18 15:16:0,0,61,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,69768.367188,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
62,1,AliasNameMax32,AVC数据定义-AVC远方计划值,0,0,110.000000,6,2015-7-18 15:16:0,0,62,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,5868.708984,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
63,1,AliasNameMax32,AVC数据定义-AVC本地计划值,0,0,111.000000,6,2015-7-18 15:16:0,0,63,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-90356.156250,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
64,1,AliasNameMax32,AVC数据定义-实时目标值,0,0,111.000000,6,2015-7-18 15:16:0,0,64,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-68926.054688,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
65,1,AliasNameMax32,AVC数据定义-电压转无功系数,0,0,5000.000000,0,2015-7-18 15:16:0,0,65,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-38621.171875,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
66,1,AliasNameMax32,AVC数据定义-AVC可增无功,0,0,15.979,4,2015-7-18 15:16:0,0,66,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,8120.975586,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
67,1,AliasNameMax32,AVC数据定义-AVC可减无功,0,16385,16.021,4,2015-7-18 15:16:0,0,67,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,90777.304688,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
68,1,AliasNameMax32,AVC数据定义-电压调节修正值,0,16386,0.000000,4,2015-7-18 15:16:0,0,68,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-33353.679688,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
69,1,AliasNameMax32,AVC数据定义-SVG机群可调上限,0,16387,8000.000000,4,2015-7-18 15:16:0,0,69,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,90081.484375,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
70,1,AliasNameMax32,AVC数据定义-SVG机群可调下限,0,16388,-8000.000000,4,2015-7-18 15:16:0,0,70,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
71,1,AliasNameMax32,AVC数据定义-风机机群可调上限,0,16389,8000.000000,4,2015-7-18 15:16:0,0,71,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
72,1,AliasNameMax32,AVC数据定义-风机机群可调下限,0,0,-8000.000000,4,2015-7-18 15:16:0,0,72,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
73,1,AliasNameMax32,AVC数据定义-SVG机群实时无功总和,0,0,21.000000,4,2015-7-18 15:16:0,0,73,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
74,1,AliasNameMax32,AVC数据定义-风机机群实时无功总和,0,0,0.000000,4,2015-7-18 15:16:0,0,74,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
75,1,AliasNameMax32,AVC数据定义-风机机群可增无功,0,0,8,4,2015-7-18 15:16:0,0,75,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
76,1,AliasNameMax32,AVC数据定义-风机机群可减无功,0,0,8,4,2015-7-18 15:16:0,0,76,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
77,1,AliasNameMax32,AVC数据定义-SVG机群可增无功,0,0,7.979,4,2015-7-18 15:16:0,0,77,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
78,1,AliasNameMax32,AVC数据定义-SVG机群可减无功,0,0,8.021,4,2015-7-18 15:16:0,0,78,0,0,1,0,0.000000,1,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117177.734375,-117177.734375,-1058.992310,2015-7-16 10:45:0,2015-7-15 21:35:0,7,6,0,0,256,1
