14:46:31|1|1|1|0|0|0|0|0|0|0|0|0|0
14:46:39|1|1|1|0|0|0|0|0|0|0|0|0|0
14:46:47|1|1|1|0|0|0|0|0|0|0|0|0|0
14:46:55|1|1|1|0|0|0|0|0|0|0|0|0|0
14:47:03|1|1|1|0|0|0|0|0|0|0|0|0|0
14:47:11|1|1|1|0|0|0|0|0|0|0|0|0|0
14:47:19|1|1|1|0|0|0|0|0|0|0|0|0|0
14:47:27|1|1|1|0|0|0|0|0|0|0|0|0|0
14:47:35|1|1|1|0|0|0|0|0|0|0|0|0|0
14:56:59|1|1|1|0|0|0|0|0|0|0|0|0|0
14:57:07|1|1|1|0|0|0|0|0|0|0|0|0|0
14:57:15|1|1|1|0|0|0|0|0|0|0|0|0|0
14:57:23|1|1|1|0|0|0|0|0|0|0|0|0|0
14:57:31|1|1|1|0|0|0|0|0|0|0|0|0|0
14:57:39|1|1|1|0|0|0|0|0|0|0|0|0|0
14:57:47|1|1|1|0|0|0|0|0|0|0|0|0|0
14:57:55|1|1|1|0|0|0|0|0|0|0|0|0|0
14:58:03|1|1|1|0|0|0|0|0|0|0|0|0|0
14:58:11|1|1|1|0|0|0|0|0|0|0|0|0|0
14:58:19|1|1|1|0|0|0|0|0|0|0|0|0|0
14:58:27|1|1|1|0|0|0|0|0|0|0|0|0|0
14:58:35|1|1|1|0|0|0|0|0|0|0|0|0|0
14:58:43|1|1|1|0|0|0|0|0|0|0|0|0|0
14:58:51|1|1|1|0|0|0|0|0|0|0|0|0|0
14:58:59|1|1|1|0|0|0|0|0|0|0|0|0|0
14:59:07|1|1|1|0|0|0|0|0|0|0|0|0|0
14:59:15|1|1|1|0|0|0|0|0|0|0|0|0|0
14:59:23|1|1|1|0|0|0|0|0|0|0|0|0|0
14:59:31|1|1|1|0|0|0|0|0|0|0|0|0|1
14:59:39|1|1|1|0|0|0|0|0|0|0|0|0|1
14:59:47|1|1|1|0|0|0|0|0|0|0|0|0|1
14:59:55|1|1|1|0|0|0|0|0|0|0|0|0|1
15:00:03|1|1|1|0|0|0|0|0|0|0|0|0|1
15:00:11|1|1|1|0|0|0|0|0|0|0|0|0|1
15:00:19|1|1|1|0|0|0|0|0|0|0|0|0|1
15:00:27|1|1|1|0|0|0|0|0|0|0|0|0|1
15:00:35|1|1|1|0|0|0|0|0|0|0|0|0|1
15:00:43|1|1|1|0|0|0|0|0|0|0|0|0|1
15:00:51|1|1|1|0|0|0|0|0|0|0|0|0|1
15:00:59|1|1|1|0|0|0|0|0|0|0|0|0|1
15:01:07|1|1|1|0|0|0|0|0|0|0|0|0|1
15:01:15|1|1|1|0|0|0|0|0|0|0|0|0|1
15:01:23|1|1|1|0|0|0|0|0|0|0|0|0|1
17:18:22|1|1|1|0|0|0|0|0|0|0|0|0|1
17:18:30|1|1|1|0|0|0|0|0|0|0|0|0|1
17:18:38|1|1|1|0|0|0|0|0|0|0|0|0|1
17:18:46|1|1|1|0|0|0|0|0|0|0|0|0|1
17:18:54|1|1|1|0|0|0|0|0|0|0|0|0|1
17:19:02|1|1|1|0|0|0|0|0|0|0|0|0|1
17:19:10|1|1|1|0|0|0|0|0|0|0|0|0|1
17:19:18|1|1|1|0|0|0|0|0|0|0|0|0|1
