16:27:18|1|1|1|0|0|0|0|0|0|0|0|0|1
16:27:26|1|1|1|0|0|0|0|0|0|0|0|0|1
16:27:34|1|1|1|0|0|0|0|0|0|0|0|0|1
16:27:42|1|1|1|0|0|0|0|0|0|0|0|0|1
16:27:50|1|1|1|0|0|0|0|0|0|0|0|0|1
16:27:58|1|1|1|1|1|0|0|0|0|0|0|0|1
16:28:06|1|1|1|1|1|0|0|0|0|0|0|0|1
16:28:14|1|1|1|1|1|0|0|0|0|0|0|0|1
16:28:22|1|1|1|1|1|0|0|0|0|0|0|0|1
16:28:30|1|1|1|1|1|0|0|0|0|0|0|0|1
16:28:38|1|1|1|1|1|0|0|0|0|0|0|0|1
16:28:46|1|1|1|1|1|0|0|0|0|0|0|0|1
16:28:54|1|1|1|1|1|0|0|0|0|0|0|0|1
16:29:02|1|1|1|1|1|0|0|0|0|0|0|0|1
16:29:10|1|1|1|1|1|0|0|0|0|0|0|0|1
16:29:18|1|1|1|1|1|0|0|0|0|0|0|0|1
16:29:26|1|1|1|1|1|0|0|0|0|0|0|0|1
16:29:34|1|1|1|1|1|0|0|0|0|0|0|0|1
16:29:43|1|1|1|1|1|0|0|0|0|0|0|0|1
16:29:51|1|1|1|1|1|0|0|0|0|0|0|0|1
16:29:59|1|1|1|1|1|0|0|0|0|0|0|0|1
16:30:07|1|1|1|1|1|0|0|0|0|0|0|0|1
16:30:15|1|1|1|1|1|0|0|0|0|0|0|0|1
16:30:23|1|1|1|1|1|0|0|0|0|0|0|0|1
16:30:31|1|1|1|1|1|0|0|0|0|0|0|0|1
16:30:39|1|1|1|1|1|0|0|0|0|0|0|0|1
16:30:47|1|1|1|1|1|0|0|0|0|0|0|0|1
16:30:55|1|1|1|1|1|0|0|0|0|0|0|0|1
16:31:03|1|1|1|1|1|0|0|0|0|0|0|0|1
16:31:11|1|1|1|1|1|0|0|0|0|0|0|0|1
16:31:19|1|1|1|1|1|0|0|0|0|0|0|0|1
16:31:27|1|1|1|1|1|0|0|0|0|0|0|0|1
16:31:35|1|1|1|1|1|0|0|0|0|0|0|0|1
16:31:43|1|1|1|1|1|0|0|0|0|0|0|0|1
16:31:51|1|1|1|1|1|0|0|0|0|0|0|0|1
16:31:59|1|1|1|1|1|0|0|0|0|0|0|0|1
16:32:07|1|1|1|1|1|0|0|0|0|0|0|0|1
16:32:15|1|1|1|1|1|0|0|0|0|0|0|0|1
16:32:23|1|1|1|1|1|0|0|0|0|0|0|0|1
16:32:31|1|1|1|1|1|0|0|0|0|0|0|0|1
16:32:39|1|1|1|1|1|0|0|0|0|0|0|0|1
16:32:47|1|1|1|1|1|0|0|0|0|0|0|0|1
16:32:55|1|1|1|1|1|0|0|0|0|0|0|0|1
16:33:03|1|1|1|1|1|0|0|0|0|0|0|0|1
16:33:11|1|1|1|1|1|0|0|0|0|0|0|0|1
