20:01:34|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1
20:02:05|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:02:35|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:03:05|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:03:35|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:04:05|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:04:35|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:05:05|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:05:35|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:06:05|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:06:35|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:11:27|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:11:57|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:12:27|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:12:58|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:13:28|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:13:58|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:14:11|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:14:28|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:14:58|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:15:28|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:16:11|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:16:41|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:17:11|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:17:41|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:18:11|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:18:41|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:19:11|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:19:42|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:20:12|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:20:42|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:21:12|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:21:42|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:22:12|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:22:42|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:23:12|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:23:42|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:24:12|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:24:42|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:25:12|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:25:42|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:26:12|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:26:42|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:27:12|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:27:42|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:28:13|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:28:43|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:29:13|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:29:43|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:30:14|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:30:44|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:31:15|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:31:45|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:32:16|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:32:46|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:33:16|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:33:47|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:34:18|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:34:48|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:35:19|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:35:49|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:36:19|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:36:50|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:37:20|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:37:50|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:38:20|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:38:50|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:39:21|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:39:51|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:40:21|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:40:51|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:41:21|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:41:51|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:42:21|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:42:52|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:43:22|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:43:52|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
20:44:22|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1
