15:32:10|1|1|1|1|1|1|1|1
15:32:40|1|1|1|0|1|1|1|1
15:33:11|1|1|1|0|1|1|1|1
15:33:41|1|1|1|0|1|1|1|1
15:34:11|1|1|1|0|1|1|1|1
15:34:41|1|1|1|0|1|1|1|1
15:35:01|1|1|1|1|1|1|1|1
15:35:11|1|1|1|1|1|1|1|1
15:35:31|1|1|1|0|1|1|1|1
15:35:41|1|1|1|0|1|1|1|1
15:36:01|1|1|1|0|1|1|1|1
15:36:11|1|1|1|0|1|1|1|1
15:36:31|1|1|1|0|1|1|1|1
15:36:41|1|1|1|0|1|1|1|1
15:40:06|1|1|1|1|1|1|1|1
15:40:36|1|1|1|1|1|1|1|1
15:41:06|1|1|1|0|1|1|1|1
15:41:36|1|1|1|0|1|1|1|1
15:42:06|1|1|1|0|1|1|1|1
15:42:36|1|1|1|0|1|1|1|1
15:43:06|1|1|1|0|1|1|1|1
15:43:36|1|1|1|0|1|1|1|1
15:45:23|1|1|1|0|1|1|1|1
15:45:57|1|1|1|0|1|1|1|1
15:46:28|1|1|1|0|1|1|1|1
15:46:58|1|1|1|0|1|1|1|1
15:52:35|1|1|1|0|1|1|1|1
15:53:05|1|1|1|0|1|1|1|1
15:53:35|1|1|1|0|1|1|1|1
15:54:05|1|1|1|0|1|1|1|1
15:54:35|1|1|1|0|1|1|1|1
15:55:05|1|1|1|0|1|1|1|1
15:55:35|1|1|1|0|1|1|1|1
15:56:05|1|1|1|0|1|1|1|1
15:56:35|1|1|1|0|1|1|1|1
16:01:49|1|1|1|0|1|1|1|1
16:02:22|1|1|1|0|1|1|1|1
16:02:52|1|1|1|0|1|1|1|1
16:06:15|1|1|1|0|1|1|1|1
16:07:52|1|1|1|0|0|1|1|0
16:08:22|1|1|1|0|0|1|1|0
16:08:52|1|1|1|0|0|1|1|0
16:09:22|1|1|1|0|0|1|1|0
16:09:52|1|1|1|0|0|1|1|0
16:10:22|1|1|1|0|0|1|1|0
16:10:52|1|1|1|0|0|1|1|0
16:11:22|1|1|1|0|0|1|1|0
16:11:52|1|1|1|0|0|1|1|0
16:24:55|1|1|1|0|0|1|1|0
16:25:25|1|1|1|0|0|1|1|0
16:25:55|1|1|1|0|0|1|1|0
16:26:25|1|1|1|0|0|1|1|0
16:26:55|1|1|1|0|0|1|1|0
16:27:40|1|1|1|0|0|1|1|0
16:28:10|1|1|1|0|0|1|1|0
16:28:58|1|1|1|0|0|1|1|0
16:29:59|1|1|1|0|0|1|1|0
16:30:29|1|1|1|0|0|1|1|0
16:30:59|1|1|1|0|0|1|1|0
16:31:29|1|1|1|0|0|1|1|0
16:32:11|1|1|1|0|0|1|1|0
16:32:41|1|1|1|0|0|1|1|0
16:33:11|1|1|1|0|0|1|1|0
16:33:41|1|1|1|0|0|1|1|0
16:34:11|1|1|1|0|0|1|1|0
16:34:41|1|1|1|0|0|1|1|0
16:35:11|1|1|1|0|0|1|1|0
16:35:42|1|1|1|0|0|1|1|0
16:36:12|1|1|1|0|0|1|1|0
16:36:42|1|1|1|0|0|1|1|0
16:37:12|1|1|1|0|0|1|1|0
16:37:42|1|1|1|0|0|1|1|0
16:38:12|1|1|1|0|0|1|1|0
16:38:42|1|1|1|0|0|1|1|0
16:39:12|1|1|1|0|0|1|1|0
16:39:42|1|1|1|0|0|1|1|0
16:40:12|1|1|1|0|0|1|1|0
16:40:42|1|1|1|0|0|1|1|0
16:41:12|1|1|1|0|0|1|1|0
16:41:42|1|1|1|0|0|1|1|0
16:42:12|1|1|1|0|0|1|1|0
16:42:42|1|1|1|0|0|1|1|0
16:43:12|1|1|1|0|0|1|1|0
16:43:42|1|1|1|0|0|1|1|0
16:44:12|1|1|1|0|0|1|1|0
16:44:43|1|1|1|0|0|1|1|0
16:45:14|1|1|1|0|0|1|1|0
16:45:44|1|1|1|0|0|1|1|0
16:46:14|1|1|1|0|0|1|1|0
16:46:44|1|1|1|0|0|1|1|0
16:47:14|1|1|1|0|0|1|1|0
16:47:45|1|1|1|0|0|1|1|0
16:48:15|1|1|1|0|0|1|1|0
16:48:45|1|1|1|0|0|1|1|0
16:49:15|1|1|1|0|0|1|1|0
16:49:46|1|1|1|0|0|1|1|0
16:50:16|1|1|1|0|0|1|1|0
16:50:46|1|1|1|0|0|1|1|0
16:51:16|1|1|1|0|0|1|1|0
16:51:47|1|1|1|0|0|1|1|0
16:52:17|1|1|1|0|0|1|1|0
16:52:47|1|1|1|0|0|1|1|0
16:53:17|1|1|1|0|0|1|1|0
16:53:48|1|1|1|0|0|1|1|0
16:54:18|1|1|1|0|0|1|1|0
16:54:48|1|1|1|0|0|1|1|0
16:55:18|1|1|1|0|0|1|1|0
16:55:49|1|1|1|0|0|1|1|0
16:56:19|1|1|1|0|0|1|1|0
16:56:49|1|1|1|0|0|1|1|0
16:57:19|1|1|1|0|0|1|1|0
16:57:49|1|1|1|0|0|1|1|0
16:58:20|1|1|1|0|0|1|1|0
16:58:50|1|1|1|0|0|1|1|0
16:59:20|1|1|1|0|0|1|1|0
16:59:50|1|1|1|0|0|1|1|0
17:00:21|1|1|1|0|0|1|1|0
17:00:51|1|1|1|0|0|1|1|0
17:01:22|1|1|1|0|0|1|1|0
17:01:52|1|1|1|0|0|1|1|0
17:02:22|1|1|1|0|0|1|1|0
17:02:52|1|1|1|0|0|1|1|0
17:03:23|1|1|1|0|0|1|1|0
17:03:53|1|1|1|0|0|1|1|0
17:04:23|1|1|1|0|0|1|1|0
17:04:53|1|1|1|0|0|1|1|0
17:05:23|1|1|1|0|0|1|1|0
17:05:53|1|1|1|0|0|1|1|0
17:06:23|1|1|1|0|0|1|1|0
17:06:53|1|1|1|0|0|1|1|0
17:07:23|1|1|1|0|0|1|1|0
17:07:53|1|1|1|0|0|1|1|0
17:08:23|1|1|1|0|0|1|1|0
17:08:53|1|1|1|0|0|1|1|0
17:09:23|1|1|1|0|0|1|1|0
17:09:53|1|1|1|0|0|1|1|0
17:10:23|1|1|1|0|0|1|1|0
17:10:53|1|1|1|0|0|1|1|0
17:11:23|1|1|1|0|0|1|1|0
17:11:53|1|1|1|0|0|1|1|0
17:12:23|1|1|1|0|0|1|1|0
17:12:53|1|1|1|0|0|1|1|0
17:13:23|1|1|1|0|0|1|1|0
17:13:53|1|1|1|0|0|1|1|0
17:14:24|1|1|1|0|0|1|1|0
17:14:54|1|1|1|0|0|1|1|0
17:15:24|1|1|1|0|0|1|1|0
17:15:54|1|1|1|0|0|1|1|0
17:16:24|1|1|1|0|0|1|1|0
17:16:54|1|1|1|0|0|1|1|0
17:17:24|1|1|1|0|0|1|1|0
17:17:54|1|1|1|0|0|1|1|0
17:18:24|1|1|1|0|0|1|1|0
17:18:54|1|1|1|0|0|1|1|0
17:19:24|1|1|1|0|0|1|1|0
17:19:54|1|1|1|0|0|1|1|0
17:20:24|1|1|1|0|0|1|1|0
17:20:55|1|1|1|0|0|1|1|0
17:21:25|1|1|1|0|0|1|1|0
17:21:55|1|1|1|0|0|1|1|0
17:22:25|1|1|1|0|0|1|1|0
17:22:55|1|1|1|0|0|1|1|0
17:23:25|1|1|1|0|0|1|1|0
17:23:55|1|1|1|0|0|1|1|0
17:24:25|1|1|1|0|0|1|1|0
17:24:55|1|1|1|0|0|1|1|0
17:25:25|1|1|1|0|0|1|1|0
17:25:55|1|1|1|0|0|1|1|0
17:26:25|1|1|1|0|0|1|1|0
17:26:55|1|1|1|0|0|1|1|0
17:27:25|1|1|1|0|0|1|1|0
17:27:55|1|1|1|0|0|1|1|0
17:28:25|1|1|1|0|0|1|1|0
17:28:55|1|1|1|0|0|1|1|0
17:29:26|1|1|1|0|0|1|1|0
17:29:56|1|1|1|0|0|1|1|0
17:30:26|1|1|1|0|0|1|1|0
17:30:56|1|1|1|0|0|1|1|0
17:31:26|1|1|1|0|0|1|1|0
17:31:56|1|1|1|0|0|1|1|0
17:32:26|1|1|1|0|0|1|1|0
17:32:56|1|1|1|0|0|1|1|0
17:33:26|1|1|1|0|0|1|1|0
17:33:56|1|1|1|0|0|1|1|0
17:34:26|1|1|1|0|0|1|1|0
17:34:56|1|1|1|0|0|1|1|0
17:35:26|1|1|1|0|0|1|1|0
17:35:56|1|1|1|0|0|1|1|0
17:36:26|1|1|1|0|0|1|1|0
17:36:56|1|1|1|0|0|1|1|0
17:37:27|1|1|1|0|0|1|1|0
17:37:57|1|1|1|0|0|1|1|0
17:38:27|1|1|1|0|0|1|1|0
17:38:57|1|1|1|0|0|1|1|0
