00:00:04|1|1|0|1
00:00:10|1|1|0|1
00:00:16|1|1|0|1
00:00:22|1|1|0|1
00:00:28|1|1|0|1
00:00:34|1|1|0|1
00:00:40|1|1|0|1
00:00:46|1|1|0|1
00:00:52|1|1|0|1
00:00:58|1|1|0|1
00:01:04|1|1|0|1
00:01:10|1|1|0|1
00:01:16|1|1|0|1
00:01:22|1|1|0|1
00:01:28|1|1|0|1
00:01:34|1|1|0|1
00:01:40|1|1|0|1
00:01:46|1|1|0|1
00:01:52|1|1|0|1
00:01:58|1|1|0|1
00:02:05|1|1|0|1
00:02:11|1|1|0|1
00:02:17|1|1|0|1
00:02:23|1|1|0|1
00:02:29|1|1|0|1
00:02:35|1|1|0|1
00:02:41|1|1|0|1
00:02:47|1|1|0|1
00:02:53|1|1|0|1
00:02:59|1|1|0|1
00:03:05|1|1|0|1
00:03:11|1|1|0|1
00:03:17|1|1|0|1
00:03:23|1|1|0|1
00:03:29|1|1|0|1
00:03:35|1|1|0|1
00:03:41|1|1|0|1
00:03:47|1|1|0|1
00:03:53|1|1|0|1
00:03:59|1|1|0|1
00:04:05|1|1|0|1
00:04:11|1|1|0|1
00:04:17|1|1|0|1
00:04:23|1|1|0|1
00:04:30|1|1|0|1
00:04:36|1|1|0|1
00:04:42|1|1|0|1
00:04:48|1|1|0|1
00:04:54|1|1|0|1
00:05:00|1|1|0|1
00:05:06|1|1|0|1
00:05:12|1|1|0|1
00:05:18|1|1|0|1
00:05:24|1|1|0|1
00:05:30|1|1|0|1
00:05:36|1|1|0|1
00:05:42|1|1|0|1
00:05:48|1|1|0|1
00:05:54|1|1|0|1
00:06:00|1|1|0|1
00:06:06|1|1|0|1
00:06:12|1|1|0|1
00:06:18|1|1|0|1
00:06:24|1|1|0|1
00:06:30|1|1|0|1
00:06:36|1|1|0|1
00:06:42|1|1|0|1
00:06:49|1|1|0|1
00:06:55|1|1|0|1
00:07:01|1|1|0|1
00:07:07|1|1|0|1
00:07:13|1|1|0|1
00:07:19|1|1|0|1
00:07:25|1|1|0|1
00:07:31|1|1|0|1
00:07:37|1|1|0|1
00:07:43|1|1|0|1
00:07:49|1|1|0|1
00:07:55|1|1|0|1
